Commencement speech: The surprising pitfall of your passions
More in Business
'Taking control of my abuse story'
'A viral Facebook post nearly blew up our business'
UK house prices in surprise rise in May
"Not that difficult to buy a home, says NatWest chair"
Ticketmaster confirms hack which could affect 560m
Paris Hilton among users targeted in TikTok hack
Take off for ground-breaking green fuel flight
More news
Can supersonic flight ever be sustainable?
Women were the original beer brewers - what changed?
GameStop shares jump after investor claims stake
'We had to adapt our robots to the AI revolution'
"Broadband rises must be 'clearer', says Ofcom boss"
Key moments from former Post Office chief's three-day testimony
BBC World News business headlines
Could a housing revolution transform Canadian cities?
Half a million left without Child Benefit payment
Epoch Times CFO charged in $67m money-laundering plot
King Charles banknotes enter circulation
Toyota raided as safety testing scandal grows
Four simple hacks to succeed in every conversation
UPS exec: The greenest mile is the mile not driven
Shops rush for Christmas stock as shipping costs surge
India stocks see biggest fall for over four years
Jane Wurwand: The 'high-touch' future of business
Watch Ocado robots in action
Influential with Katty Kay
WeWork set to emerge from bankruptcy
Veterinarian suicide rates are very high. Why?
A desk full of descriptions for your work colleagues
Sainsbury's apologises after card payment issues
Do the super-rich 'deserve' their wealth?
How author Michael Lewis uncovers hidden stories
British bank accused of helping to fund terrorists
Watch: 'My biggest financial regret is...'
CCTV shows violent raid on Co-op store
Calls for investigation into 'harmful' scampi sourcing
Playing with FIRE: How to quit work and retire in your 30s
"'AI won't steal your job, but people using it may'"
Regulators push Boeing on plan for 'systemic change'
'They thought it was a sex shop' - The Body Shop in the '80s
Whistleblower claims Boeing supplier sent faulty parts
Shein to kick off plans for £50bn UK float
Boomerang CEOs: Do they ever succeed?
Solo and hybrid work: Navigating our future and new normal
Executive Lounge
Ex-Post Office boss cries while giving evidence
Calls for action to boost living standards
ASMR: How whispering took over the internet
How waiting alters our perception of time
Chef José Andrés on the emotional power of food
'This earring helped me build my £4bn business'
The enzyme that chews up plastic
BBC challenges ex-Post Office lawyer in Australia
Evan Davis: Successful entrepreneurs don’t worry about being different
"War will drive a decade of arms restocking, says firm"
Issa brother to step back after 'fixing' Asda
How industry leaders transformed their career
'I feel survivor's guilt' says Post Office victim
Child Benefit delay 'forced me to go to a food bank'
Watch
Instagram tests forcing users to watch adverts
Tatti Lashes: The school friends who built a beauty empire
