Some Parisians save 'le pipi' to help the Seine
Tech Decoded: Sign up to our newsletter
Video captures new mountain lion spotted in Hollywood
'I was misidentified as shoplifter by facial recognition tech'
How AI and deepfakes are changing politics
Rare footage shows deep-sea squid attacking camera
Where do your old mobile phones and TVs go to die?
How a sports broadcaster became a voice for those who stutter
Oatzempic: Should you try the oat drink for weight loss?
Does apple cider vinegar really help with weight loss?
What happens when you stop weight-loss drugs?
How a kettle could help keep older people safe
"AI products like ChatGPT much hyped but not much used, study says"
Call of Duty to go to Game Pass in gaming shake-up
Why scientists are making 'moon dust'
At-home saliva test may catch deadly prostate cancers
India election: BBC journalist gets a call from AI-generated Trump
Why do women sleep worse than men?
Santander staff and '30 million' customers hacked
Can this mineral help reduce anxiety?
Neuralink patient seen playing chess using brain implant
Rosemary Coogan gains her astronaut wings
White gold rush: Harvesting lithium from Great Salt Lake
Chasing cracks on an Antarctic ice shelf
World record broken for living thing with most DNA
How India's ancient terracotta pots are helping fight extreme heat
Why is only 10 percent of the population left-handed?
The surprising benefits of a traditional Japanese diet
Why parents and kids don't need to be 'in sync'
"Does it really take 10,000 steps to stay healthy?"
What makes a Neanderthal?
The rare condition that makes faces appear 'demonic'
Astro Bot steals show at PlayStation preview
The Google algorithm turning the web upside down
Feeling angry? Venting doesn't actually help
Watch Ocado robots in action
Toxic flaring in Rumaila
Orion's mysterious free-floating planets
What is the iron lung and how does it work?
China launches rocket to far side of the Moon
AI v The Mind: Who has the edge?
Watch: Wild orangutan treats his own wounds
Joey Barton's posts about Jeremy Vine defamatory
Ros Atkins on... How different countries protect children online
How a US TikTok ban will affect Gen Z
Duckling family march to safety at Hardwick Hall
Science and health
Meet the 90-year-old who became an astronaut
Nobel Prize medal donated to Cambridge University
Data allegedly stolen from 560 million Ticketmaster users
Features
The initials on the wall in Pompeii
Why France's start-up champion has struggled abroad
This is what it's like inside a black hole
How smoking affects your belly fat
The 24-year-old selling human bones
Malnourished sea lion jumps into rowing boat
BBC Verify looks at fake AI-generated Met Gala images
Naples sits on a volcanic monster that could consume it
Pope clears way for 'God's influencer' to become a saint
BT to refund EE & Plusnet customers over exit fees
Watch
Why it's so hard to stop clapping
BT scraps digital landline switch deadline
Family of foxes enjoy garden playtime
'If I were a barnacle I'd be worried'
Watch: Coral turns white from deadly ocean heat
BBC asks if quality of water for bathing really is improving
'Darkest period of my life': Gay conversion therapy in Italy
WhatsApp boss in online spat with Elon Musk
TikTok: Why young people have to delay 'adulting'
More innovation
